borrower_id,age,occupation,monthly_income,income_consistency_score,utility_delay_days,debt_to_income_ratio,active_loans,upi_transactions,previous_default,loan_status
BORR02652,26,Delivery Partner,24715.14,87,0,0.245,0,173,0,1
BORR02653,55,Small Business Owner,28208.2,87,1,0.09,0,204,0,1
BORR02654,38,Kirana Owner,24891.6,52,4,0.598,1,116,1,0
BORR02655,39,Delivery Partner,26928.74,80,3,0.173,0,193,0,1
BORR02656,25,Driver,29248.91,78,0,0.085,1,177,0,1
BORR02657,45,Small Business Owner,54504.52,83,1,0.315,0,182,0,1
BORR02658,31,Delivery Partner,21743.67,66,1,0.17,0,173,0,1
BORR02659,30,Delivery Partner,19921.51,70,2,0.244,0,162,0,1
BORR02660,37,Delivery Partner,32093.21,64,5,0.29,0,160,1,1
BORR02661,56,Driver,19426.68,85,1,0.116,0,125,0,1
BORR02662,46,Freelancer,30680.42,85,1,0.13,0,199,0,1
BORR02663,51,Small Business Owner,77295.5,72,1,0.391,1,193,0,1
BORR02664,52,Kirana Owner,48899.86,71,2,0.318,0,98,0,1
BORR02665,41,Freelancer,29501.71,85,2,0.187,1,139,0,1
BORR02666,38,Kirana Owner,38542.52,85,1,0.215,0,157,0,1
BORR02667,38,Delivery Partner,15246.59,48,7,0.813,4,64,0,0
BORR02668,21,Small Business Owner,39002.53,70,1,0.306,2,251,0,1
BORR02669,34,Kirana Owner,47941.64,77,2,0.258,1,155,0,1
BORR02670,28,Kirana Owner,30994.26,79,0,0.202,0,109,0,1
BORR02671,22,Delivery Partner,22576.86,84,0,0.248,0,156,0,1
BORR02672,35,Small Business Owner,39601.31,88,2,0.073,0,161,0,1
BORR02673,54,Driver,24691.53,77,1,0.228,0,123,0,1
BORR02674,56,Delivery Partner,27723.59,80,2,0.206,1,161,0,1
BORR02675,21,Small Business Owner,74814.35,75,1,0.302,0,118,0,1
BORR02676,41,Small Business Owner,66611.12,64,1,0.238,2,164,0,1
BORR02677,21,Small Business Owner,71130.5,70,1,0.145,0,153,0,1
BORR02678,52,Delivery Partner,16211.12,36,10,0.658,2,157,1,0
BORR02679,40,Kirana Owner,47720.3,46,8,0.98,1,145,0,0
BORR02680,56,Kirana Owner,34617.63,57,0,0.203,1,104,0,1
BORR02681,59,Small Business Owner,42452.61,84,1,0.274,0,183,0,1
BORR02682,50,Small Business Owner,84354.08,84,1,0.284,2,163,0,1
BORR02683,27,Freelancer,28599.02,60,8,0.98,2,111,1,0
BORR02684,42,Kirana Owner,31030.9,97,1,0.276,0,140,0,1
BORR02685,30,Kirana Owner,72327.27,81,2,0.198,2,190,0,1
BORR02686,28,Kirana Owner,31928.84,61,9,0.745,2,121,0,0
BORR02687,47,Kirana Owner,51898.55,36,6,0.764,1,117,0,0
BORR02688,30,Driver,24911.44,60,1,0.205,0,119,0,1
BORR02689,34,Freelancer,51324.26,71,2,0.271,0,186,0,1
BORR02690,31,Driver,24355.84,70,0,0.233,1,124,0,0
BORR02691,26,Driver,28797.64,85,2,0.131,1,197,0,1
BORR02692,41,Driver,20682.35,73,1,0.306,2,176,0,1
BORR02693,53,Kirana Owner,63971.65,28,7,0.622,2,78,1,0
BORR02694,39,Small Business Owner,33250.2,62,0,0.246,0,147,0,1
BORR02695,59,Driver,32320.26,92,0,0.124,1,61,0,1
BORR02696,44,Kirana Owner,51498.78,85,1,0.288,2,165,0,1
BORR02697,38,Driver,23851.81,78,0,0.228,1,154,1,0
BORR02698,55,Driver,21719.02,73,1,0.313,1,139,0,1
BORR02699,57,Kirana Owner,54549.41,86,2,0.272,1,170,1,1
BORR02700,39,Delivery Partner,27875.91,73,1,0.121,2,194,0,1
BORR02701,44,Delivery Partner,21032.6,73,1,0.202,0,166,0,1
BORR02702,54,Kirana Owner,44678.34,76,3,0.296,0,179,0,1
BORR02703,42,Kirana Owner,37900.41,23,11,0.773,1,88,0,0
BORR02704,24,Driver,18960.62,37,8,0.702,4,90,1,0
BORR02705,30,Delivery Partner,34780.42,85,1,0.203,0,181,0,1
BORR02706,22,Driver,15401.21,70,0,0.165,0,168,0,1
BORR02707,28,Freelancer,46858.2,66,8,0.901,1,85,0,0
BORR02708,53,Driver,27516.96,82,0,0.362,0,127,0,1
BORR02709,58,Driver,15781.52,72,6,0.947,2,92,0,0
BORR02710,48,Freelancer,36413.6,75,3,0.231,0,200,0,0
BORR02711,30,Driver,33850.72,86,1,0.304,2,145,0,1
BORR02712,21,Kirana Owner,49759.66,69,0,0.234,0,155,0,1
BORR02713,54,Delivery Partner,24105.45,74,2,0.334,1,122,0,0
BORR02714,23,Small Business Owner,77800.48,84,0,0.266,1,198,0,1
BORR02715,29,Small Business Owner,70003.62,21,6,0.738,1,126,1,0
BORR02716,25,Freelancer,17703.53,79,1,0.252,0,157,0,1
BORR02717,30,Driver,18346.19,77,1,0.404,0,164,0,0
BORR02718,32,Freelancer,57987.33,77,0,0.431,0,128,0,1
BORR02719,38,Kirana Owner,37591.36,76,1,0.346,2,157,0,1
BORR02720,41,Driver,18050.73,71,8,0.724,2,110,0,0
BORR02721,41,Freelancer,15981.61,59,1,0.243,0,139,0,0
BORR02722,21,Delivery Partner,20728.8,75,1,0.261,0,168,0,1
BORR02723,23,Kirana Owner,47195.89,70,0,0.193,1,209,0,1
BORR02724,25,Delivery Partner,27408.12,85,2,0.25,1,165,0,0
BORR02725,45,Small Business Owner,57516.08,90,1,0.179,0,188,0,1
BORR02726,28,Kirana Owner,61706.46,78,2,0.149,2,198,0,1
BORR02727,37,Driver,24799.92,43,9,0.887,1,106,1,0
BORR02728,29,Kirana Owner,40470.03,83,0,0.435,2,224,0,1
BORR02729,52,Delivery Partner,18777.05,79,2,0.253,1,142,0,1
BORR02730,26,Freelancer,18914.69,76,0,0.248,1,227,0,1
BORR02731,60,Kirana Owner,62925.87,80,2,0.253,1,195,0,1
BORR02732,41,Kirana Owner,56040.96,75,2,0.254,1,176,0,1
BORR02733,27,Delivery Partner,24780.33,52,3,0.69,2,122,1,0
BORR02734,27,Driver,30464.06,96,1,0.378,0,132,1,1
BORR02735,59,Delivery Partner,30960.38,76,0,0.33,0,148,0,0
BORR02736,47,Driver,17953.91,82,0,0.12,1,164,0,1
BORR02737,28,Freelancer,58923.27,58,1,0.301,1,250,0,1
BORR02738,29,Delivery Partner,29701.97,61,1,0.263,0,139,1,1
BORR02739,48,Delivery Partner,23038.1,80,1,0.322,2,237,0,0
BORR02740,35,Delivery Partner,28538.34,64,10,0.836,3,63,0,0
BORR02741,22,Driver,30404.06,71,3,0.267,0,219,0,1
BORR02742,27,Kirana Owner,32393.55,82,2,0.211,1,198,0,1
BORR02743,38,Driver,31304.61,75,1,0.313,0,217,0,1
BORR02744,42,Freelancer,28890.54,13,6,0.527,1,66,1,0
BORR02745,30,Delivery Partner,24248.42,79,0,0.319,1,212,1,1
BORR02746,53,Driver,31779.4,85,2,0.234,0,226,0,1
BORR02747,27,Kirana Owner,30143.31,77,0,0.167,1,137,0,1
BORR02748,23,Driver,25081.59,51,5,0.785,2,88,0,1
BORR02749,34,Delivery Partner,18470.08,75,0,0.299,1,112,0,1
BORR02750,56,Driver,32044.17,73,1,0.179,0,151,0,1
BORR02751,33,Driver,24733.95,82,1,0.314,0,193,0,1
BORR02752,36,Kirana Owner,48188.0,69,0,0.232,0,172,0,1
BORR02753,36,Small Business Owner,60775.44,89,0,0.222,0,78,0,1
BORR02754,25,Driver,28584.49,68,1,0.109,0,170,0,1
BORR02755,45,Delivery Partner,20199.7,75,0,0.319,0,130,0,1
BORR02756,58,Freelancer,31676.37,74,2,0.323,1,205,0,1
BORR02757,58,Kirana Owner,55639.72,84,1,0.253,1,168,0,1
BORR02758,58,Small Business Owner,66995.37,90,0,0.233,0,159,0,1
BORR02759,59,Delivery Partner,29399.71,81,1,0.198,0,192,0,1
BORR02760,46,Driver,20644.34,48,6,0.605,2,53,0,0
BORR02761,33,Delivery Partner,28511.46,51,7,0.7,4,102,0,0
BORR02762,46,Delivery Partner,14742.07,27,6,0.948,3,107,0,0
BORR02763,21,Kirana Owner,44149.59,64,1,0.333,0,262,0,1
BORR02764,28,Small Business Owner,42424.11,67,1,0.285,0,167,0,0
BORR02765,24,Small Business Owner,50816.01,87,10,0.667,3,109,0,0
BORR02766,41,Driver,25694.01,76,0,0.215,0,141,0,1
BORR02767,42,Freelancer,62277.9,73,1,0.194,0,157,0,1
BORR02768,57,Freelancer,60329.52,69,0,0.134,1,181,0,1
BORR02769,23,Driver,26104.81,85,1,0.308,0,155,0,1
BORR02770,39,Small Business Owner,75069.79,74,0,0.148,0,132,0,1
BORR02771,21,Kirana Owner,45339.04,77,10,0.916,2,110,0,0
BORR02772,49,Freelancer,28240.37,78,0,0.239,1,148,0,1
BORR02773,43,Small Business Owner,31349.25,83,0,0.126,1,224,1,1
BORR02774,53,Kirana Owner,60101.81,76,1,0.267,1,138,0,1
BORR02775,43,Driver,33729.62,73,0,0.187,1,204,0,1
BORR02776,25,Freelancer,53336.5,79,1,0.392,0,156,0,1
BORR02777,27,Kirana Owner,57822.96,46,6,0.705,2,116,1,0
BORR02778,26,Delivery Partner,24646.74,51,11,0.738,1,110,1,0
BORR02779,42,Delivery Partner,31932.64,82,2,0.282,1,176,0,1
BORR02780,33,Delivery Partner,23465.88,88,1,0.064,1,260,0,1
BORR02781,32,Kirana Owner,31028.89,5,3,0.901,1,67,0,0
BORR02782,24,Delivery Partner,29805.93,62,0,0.223,1,145,0,1
BORR02783,28,Delivery Partner,18528.18,63,0,0.203,0,187,0,1
BORR02784,57,Freelancer,48015.9,68,0,0.399,0,153,0,1
BORR02785,51,Delivery Partner,33306.44,66,1,0.18,1,143,0,0
BORR02786,57,Delivery Partner,27387.79,83,0,0.294,1,182,0,1
BORR02787,46,Delivery Partner,25699.12,73,0,0.205,1,100,0,1
BORR02788,28,Kirana Owner,58074.18,76,0,0.326,0,133,0,1
BORR02789,60,Freelancer,25947.47,72,1,0.166,0,202,0,1
BORR02790,53,Small Business Owner,71494.35,76,1,0.271,0,169,0,1
BORR02791,49,Driver,18239.85,85,0,0.265,2,174,0,1
BORR02792,25,Delivery Partner,31270.45,93,1,0.291,0,184,0,1
BORR02793,48,Driver,29985.75,87,4,0.34,0,161,0,1
BORR02794,60,Delivery Partner,17964.96,78,1,0.098,2,96,0,1
BORR02795,37,Kirana Owner,35711.04,75,1,0.153,0,148,0,1
BORR02796,43,Delivery Partner,34710.72,90,1,0.281,0,130,0,1
BORR02797,29,Freelancer,51614.99,64,4,0.898,1,94,0,0
BORR02798,22,Kirana Owner,36293.11,78,3,0.114,1,193,0,1
BORR02799,52,Driver,20724.48,66,0,0.215,0,183,0,1
BORR02800,51,Kirana Owner,44561.09,90,2,0.106,1,225,0,1
BORR02801,27,Kirana Owner,56564.31,92,0,0.3,0,196,0,1
BORR02802,50,Driver,22603.85,65,1,0.175,1,220,0,1
BORR02803,23,Delivery Partner,14904.56,64,0,0.298,1,126,0,1
BORR02804,29,Freelancer,15361.55,73,0,0.224,1,183,0,1
BORR02805,30,Delivery Partner,30484.44,84,2,0.336,0,164,0,1
BORR02806,46,Kirana Owner,73846.08,70,0,0.203,2,173,0,1
BORR02807,21,Driver,16600.44,70,1,0.353,1,181,0,1
BORR02808,50,Small Business Owner,53341.12,77,8,0.84,1,81,0,0
BORR02809,58,Kirana Owner,44650.85,80,0,0.17,0,162,0,1
BORR02810,35,Driver,21759.25,77,0,0.233,1,138,0,1
BORR02811,45,Small Business Owner,66409.2,78,0,0.158,0,170,0,1
BORR02812,26,Kirana Owner,49847.57,81,0,0.29,0,168,0,1
BORR02813,38,Freelancer,28801.14,86,2,0.258,1,266,1,1
BORR02814,21,Delivery Partner,22264.06,36,3,0.694,2,92,1,0
BORR02815,23,Kirana Owner,39409.58,73,0,0.149,1,169,0,1
BORR02816,37,Driver,34745.2,77,2,0.259,0,152,0,1
BORR02817,28,Kirana Owner,56335.31,72,0,0.378,1,152,0,1
BORR02818,60,Driver,19490.82,42,7,0.707,1,97,0,0
BORR02819,37,Driver,24813.98,29,8,0.612,3,90,0,0
BORR02820,45,Kirana Owner,45380.42,67,0,0.345,1,171,0,1
BORR02821,32,Freelancer,32070.61,73,0,0.232,0,138,0,1
BORR02822,49,Driver,16569.36,57,1,0.213,2,158,0,0
BORR02823,45,Driver,32243.0,41,1,0.189,0,135,0,1
BORR02824,56,Delivery Partner,28167.34,82,1,0.286,1,206,0,1
BORR02825,45,Kirana Owner,52326.03,82,1,0.284,0,115,0,1
BORR02826,49,Small Business Owner,29374.66,68,1,0.217,0,178,0,1
BORR02827,31,Small Business Owner,37885.29,76,0,0.242,0,129,0,1
BORR02828,24,Kirana Owner,44279.58,49,1,0.576,2,78,0,0
BORR02829,34,Driver,29264.45,76,2,0.248,1,205,0,1
BORR02830,58,Delivery Partner,19650.37,51,4,0.595,4,78,1,0
BORR02831,37,Delivery Partner,34542.8,71,0,0.346,0,189,0,1
BORR02832,22,Small Business Owner,83088.5,79,2,0.338,0,233,0,1
BORR02833,28,Kirana Owner,52860.67,52,7,0.605,3,81,0,0
BORR02834,56,Kirana Owner,33401.81,72,1,0.292,1,178,0,1
BORR02835,30,Kirana Owner,49726.27,74,0,0.201,0,224,0,1
BORR02836,27,Delivery Partner,23278.4,76,2,0.213,0,133,0,1
BORR02837,56,Delivery Partner,20012.64,69,0,0.199,1,189,0,0
BORR02838,36,Freelancer,34250.0,56,4,0.651,3,38,0,0
BORR02839,34,Small Business Owner,33469.66,89,1,0.107,1,157,0,1
BORR02840,36,Kirana Owner,51523.67,89,2,0.198,2,162,0,1
BORR02841,45,Small Business Owner,58952.76,97,0,0.118,0,99,0,1
BORR02842,24,Driver,21605.28,73,1,0.299,2,148,0,1
BORR02843,49,Delivery Partner,20501.99,72,0,0.379,1,75,0,1
BORR02844,26,Kirana Owner,35823.07,84,1,0.253,0,218,0,1
BORR02845,21,Kirana Owner,41851.83,91,0,0.207,2,192,0,1
BORR02846,59,Kirana Owner,67687.13,88,0,0.142,1,103,0,1
BORR02847,21,Small Business Owner,68893.18,84,1,0.194,1,115,0,1
BORR02848,60,Delivery Partner,30448.56,70,1,0.233,0,107,0,1
BORR02849,23,Freelancer,14366.93,70,1,0.344,1,136,0,1
BORR02850,21,Small Business Owner,39926.51,83,0,0.298,0,153,0,1
BORR02851,21,Delivery Partner,25180.25,82,0,0.128,1,232,0,1
BORR02852,59,Freelancer,53868.67,76,3,0.273,0,124,0,1
BORR02853,41,Kirana Owner,67319.96,82,0,0.196,0,138,0,1
BORR02854,50,Kirana Owner,31484.69,79,1,0.338,0,103,0,0
BORR02855,52,Driver,19006.41,53,8,0.487,3,92,0,0
BORR02856,53,Delivery Partner,26157.61,72,1,0.341,0,149,0,1
BORR02857,42,Delivery Partner,32113.09,64,0,0.169,0,175,0,1
BORR02858,50,Small Business Owner,50883.55,66,7,0.624,4,74,1,0
BORR02859,24,Freelancer,38470.56,49,5,0.582,2,70,1,0
BORR02860,43,Delivery Partner,30397.39,72,1,0.364,1,217,0,1
BORR02861,45,Delivery Partner,19658.4,78,1,0.167,0,221,0,1
BORR02862,32,Driver,23205.74,69,1,0.421,2,192,0,1
BORR02863,37,Driver,21581.87,67,0,0.273,0,229,0,1
BORR02864,35,Kirana Owner,57657.46,63,0,0.318,0,141,0,1
BORR02865,30,Freelancer,25550.07,80,1,0.285,1,161,0,0
BORR02866,55,Driver,20396.12,78,2,0.373,0,127,0,1
BORR02867,49,Driver,32488.51,80,0,0.182,0,110,0,1
BORR02868,32,Freelancer,44009.08,73,1,0.16,0,118,0,1
BORR02869,21,Freelancer,40305.74,96,2,0.31,1,86,0,1
BORR02870,21,Kirana Owner,50121.34,66,3,0.24,0,121,0,1
BORR02871,30,Kirana Owner,70829.01,79,1,0.163,0,148,0,1
BORR02872,38,Small Business Owner,29102.71,56,0,0.284,1,192,0,1
BORR02873,22,Freelancer,28147.65,82,0,0.312,1,162,0,1
BORR02874,28,Driver,31344.57,70,1,0.274,0,231,0,1
BORR02875,42,Delivery Partner,27728.97,65,1,0.205,0,165,0,1
BORR02876,42,Small Business Owner,51535.08,82,1,0.242,1,229,0,1
BORR02877,46,Kirana Owner,69493.68,66,0,0.28,1,146,1,1
BORR02878,46,Freelancer,14353.42,70,0,0.184,0,230,0,1
BORR02879,29,Delivery Partner,19244.38,88,0,0.163,0,213,1,1
BORR02880,41,Freelancer,40558.65,79,1,0.302,1,100,0,1
BORR02881,51,Delivery Partner,34105.75,74,0,0.273,1,180,0,1
BORR02882,26,Freelancer,16614.29,79,5,0.213,0,162,0,1
BORR02883,34,Delivery Partner,30343.56,74,2,0.335,0,164,0,1
BORR02884,53,Small Business Owner,37465.82,38,3,0.874,3,110,1,0
BORR02885,27,Freelancer,39957.2,55,4,0.691,4,114,1,1
BORR02886,44,Driver,19736.8,68,2,0.334,0,134,0,1
BORR02887,29,Driver,32895.0,63,1,0.496,1,187,1,1
BORR02888,31,Kirana Owner,57914.29,89,2,0.25,0,184,0,1
BORR02889,43,Delivery Partner,31213.06,64,1,0.295,0,200,0,1
BORR02890,22,Freelancer,16120.4,85,2,0.279,0,204,0,1
BORR02891,35,Kirana Owner,34368.69,69,1,0.256,0,140,0,1
BORR02892,55,Small Business Owner,62030.93,71,0,0.37,1,155,0,1
BORR02893,56,Driver,16423.27,90,0,0.327,1,151,0,1
BORR02894,48,Kirana Owner,49132.16,71,0,0.312,1,186,0,1
BORR02895,59,Delivery Partner,25807.31,42,5,0.691,2,89,0,0
BORR02896,24,Delivery Partner,24082.75,90,0,0.163,1,120,0,0
BORR02897,30,Kirana Owner,63931.03,84,0,0.366,1,176,0,1
BORR02898,26,Freelancer,33675.09,85,1,0.215,0,148,0,1
BORR02899,50,Small Business Owner,80332.33,70,1,0.339,0,159,0,1
BORR02900,55,Delivery Partner,21108.36,53,7,0.64,2,158,1,0
BORR02901,30,Delivery Partner,21440.99,51,8,0.74,3,102,1,0
BORR02902,52,Small Business Owner,33338.6,78,3,0.247,0,104,0,1
BORR02903,23,Delivery Partner,13224.59,38,6,0.833,3,88,1,0
BORR02904,46,Kirana Owner,72291.11,66,0,0.36,1,146,0,1
BORR02905,35,Delivery Partner,33975.54,71,0,0.239,2,140,0,1
BORR02906,37,Freelancer,25268.12,68,9,0.737,4,51,0,0
BORR02907,47,Kirana Owner,46900.61,79,2,0.179,0,183,1,1
BORR02908,38,Delivery Partner,25753.43,82,0,0.126,1,85,1,1
BORR02909,39,Freelancer,39167.35,87,2,0.293,0,142,0,1
BORR02910,32,Kirana Owner,61273.92,64,0,0.27,0,159,0,1
BORR02911,44,Freelancer,14922.36,85,2,0.209,1,161,1,1
BORR02912,25,Delivery Partner,31846.24,55,5,0.744,3,130,0,0
BORR02913,44,Kirana Owner,57421.49,88,1,0.237,1,161,0,1
BORR02914,47,Kirana Owner,34107.44,60,2,0.074,1,170,1,1
BORR02915,50,Kirana Owner,57243.84,94,1,0.354,0,108,1,1
BORR02916,35,Kirana Owner,39673.4,76,2,0.379,0,178,0,1
BORR02917,58,Kirana Owner,56381.48,80,0,0.172,0,211,0,1
BORR02918,54,Delivery Partner,32397.94,70,3,0.102,0,149,0,1
BORR02919,47,Kirana Owner,53847.56,68,1,0.248,0,180,0,1
BORR02920,40,Small Business Owner,53611.53,83,0,0.342,2,162,0,1
BORR02921,52,Small Business Owner,50506.62,75,0,0.245,1,111,0,1
BORR02922,24,Freelancer,23766.29,94,2,0.222,0,127,0,1
BORR02923,25,Driver,21628.19,75,1,0.381,0,119,0,1
BORR02924,28,Freelancer,20665.56,86,0,0.174,0,175,0,1
BORR02925,42,Kirana Owner,72466.6,76,0,0.356,0,135,0,1
BORR02926,27,Kirana Owner,66740.72,50,2,0.312,0,159,0,1
BORR02927,42,Delivery Partner,33210.04,74,2,0.255,1,201,0,1
BORR02928,50,Small Business Owner,45313.93,85,1,0.27,0,122,0,1
BORR02929,57,Freelancer,40574.23,79,2,0.277,1,174,0,1
BORR02930,36,Driver,26974.14,73,1,0.224,0,139,0,1
BORR02931,35,Delivery Partner,28538.4,80,1,0.273,1,156,0,1
BORR02932,25,Driver,15718.78,91,1,0.347,1,111,0,1
BORR02933,23,Kirana Owner,25650.38,25,4,0.684,4,59,0,0
BORR02934,43,Delivery Partner,18008.38,63,3,0.259,1,204,0,0
BORR02935,30,Driver,17659.68,78,0,0.235,0,220,0,1
BORR02936,25,Kirana Owner,27396.28,54,4,0.549,3,88,0,0
BORR02937,43,Kirana Owner,63423.03,67,1,0.295,0,114,0,1
BORR02938,35,Small Business Owner,49878.16,70,1,0.352,0,171,0,1
BORR02939,38,Driver,21307.69,68,0,0.205,1,177,0,1
BORR02940,45,Delivery Partner,18080.0,61,5,0.72,2,132,1,0
BORR02941,28,Delivery Partner,27272.25,63,0,0.24,1,183,0,1
BORR02942,51,Freelancer,24251.15,76,0,0.237,0,136,0,1
BORR02943,41,Delivery Partner,15979.5,85,1,0.267,2,181,0,1
BORR02944,22,Kirana Owner,55075.48,72,0,0.272,1,155,0,1
BORR02945,42,Delivery Partner,17266.22,94,2,0.425,1,205,0,1
BORR02946,28,Driver,22663.06,74,5,0.454,2,84,1,1
BORR02947,43,Kirana Owner,67565.78,75,2,0.322,0,145,1,1
BORR02948,52,Delivery Partner,28211.51,75,1,0.211,1,166,0,1
BORR02949,28,Delivery Partner,33650.92,91,1,0.243,0,186,0,1
BORR02950,24,Delivery Partner,33845.69,71,1,0.027,0,176,0,1
BORR02951,50,Delivery Partner,19132.2,80,1,0.259,0,168,0,0
BORR02952,39,Driver,31808.08,87,1,0.317,0,173,0,1
BORR02953,43,Freelancer,20213.31,73,1,0.237,1,115,1,1
BORR02954,38,Freelancer,13145.96,77,1,0.202,0,135,0,0
BORR02955,49,Driver,25616.49,65,2,0.292,0,120,1,1
BORR02956,43,Driver,25984.85,66,1,0.185,0,88,0,0
BORR02957,53,Small Business Owner,80093.06,93,1,0.02,0,201,0,1
BORR02958,38,Small Business Owner,81709.79,82,1,0.1,0,231,0,1
BORR02959,53,Small Business Owner,24954.01,85,1,0.239,0,176,0,1
BORR02960,27,Kirana Owner,43292.78,82,1,0.322,1,159,0,1
BORR02961,48,Kirana Owner,68085.65,79,0,0.25,2,222,0,1
BORR02962,21,Freelancer,51824.24,73,1,0.118,1,91,0,1
BORR02963,59,Freelancer,59085.48,96,0,0.276,0,156,0,1
BORR02964,54,Driver,23428.7,65,0,0.149,1,209,0,1
BORR02965,59,Freelancer,44015.54,66,5,0.244,1,144,0,1
BORR02966,39,Small Business Owner,70314.51,72,0,0.274,0,151,0,1
BORR02967,51,Driver,21085.35,82,1,0.398,0,174,0,1
BORR02968,33,Delivery Partner,32965.41,80,0,0.189,0,126,0,1
BORR02969,44,Driver,28734.32,70,1,0.299,1,211,0,1
BORR02970,25,Driver,23254.86,75,2,0.254,0,154,0,1
BORR02971,43,Freelancer,34918.99,73,2,0.214,1,127,0,1
BORR02972,39,Driver,14652.71,58,8,0.84,1,72,1,0
BORR02973,21,Small Business Owner,57337.4,73,3,0.338,0,68,0,1
BORR02974,53,Small Business Owner,86043.82,95,1,0.34,0,187,0,1
BORR02975,53,Kirana Owner,50485.51,75,1,0.355,1,124,0,0
BORR02976,52,Kirana Owner,37137.66,77,6,0.609,3,96,0,0
BORR02977,48,Driver,17232.26,85,1,0.202,0,123,0,1
BORR02978,57,Delivery Partner,23123.02,47,7,0.596,3,129,0,1
BORR02979,32,Driver,34172.17,89,0,0.261,0,179,0,1
BORR02980,29,Kirana Owner,31823.36,88,1,0.276,0,177,0,1
BORR02981,31,Delivery Partner,29380.71,76,1,0.306,1,149,0,1
BORR02982,53,Kirana Owner,62674.93,89,1,0.166,0,142,0,1
BORR02983,39,Delivery Partner,22873.55,74,0,0.292,0,175,0,1
BORR02984,54,Kirana Owner,56212.23,67,3,0.209,0,94,0,1
BORR02985,27,Freelancer,18888.98,78,2,0.197,1,126,0,1
BORR02986,51,Delivery Partner,30894.67,82,0,0.344,1,201,0,1
BORR02987,22,Freelancer,32728.09,67,3,0.61,1,136,1,1
BORR02988,39,Freelancer,37201.5,82,3,0.209,0,92,0,1
BORR02989,58,Freelancer,33894.32,70,0,0.251,1,163,0,1
BORR02990,52,Delivery Partner,28071.72,84,0,0.283,0,184,0,0
BORR02991,30,Small Business Owner,28860.96,92,1,0.261,1,190,0,1
BORR02992,28,Kirana Owner,75539.7,70,0,0.142,1,189,0,1
BORR02993,46,Kirana Owner,63947.52,87,0,0.15,2,153,0,1
BORR02994,50,Freelancer,31174.17,82,0,0.21,1,154,0,1
BORR02995,31,Kirana Owner,28695.65,80,3,0.721,4,63,0,1
BORR02996,40,Freelancer,37189.25,70,0,0.386,1,129,0,1
BORR02997,40,Driver,12171.5,35,5,0.64,3,154,0,0
BORR02998,29,Delivery Partner,25582.06,78,0,0.112,0,137,0,1
BORR02999,28,Kirana Owner,57457.75,78,1,0.182,0,152,0,1
BORR03000,35,Small Business Owner,70997.0,80,3,0.223,0,212,0,1
BORR03001,54,Driver,31469.63,83,0,0.285,1,204,0,1
BORR03002,44,Small Business Owner,77522.69,92,1,0.327,1,122,0,1
BORR03003,53,Delivery Partner,23336.7,88,0,0.335,0,127,0,1
BORR03004,60,Kirana Owner,30114.83,87,2,0.213,1,145,0,1
BORR03005,47,Delivery Partner,32500.29,91,0,0.409,0,147,0,1
BORR03006,41,Delivery Partner,32286.08,80,0,0.153,2,172,0,1
BORR03007,25,Kirana Owner,56062.12,69,4,0.142,0,215,0,1
BORR03008,55,Kirana Owner,40723.54,37,9,0.689,3,94,1,0
BORR03009,41,Delivery Partner,32293.51,82,0,0.199,0,188,0,1
BORR03010,24,Small Business Owner,67527.65,50,7,0.683,4,62,0,0
BORR03011,36,Driver,19874.29,83,1,0.148,2,209,0,1
BORR03012,51,Kirana Owner,56876.13,76,0,0.143,0,220,0,1
BORR03013,46,Driver,28501.54,90,1,0.368,0,133,0,1
BORR03014,55,Driver,20186.89,81,3,0.193,0,165,0,1
BORR03015,26,Driver,31874.36,76,1,0.132,0,179,0,1
BORR03016,53,Driver,23118.71,61,0,0.282,0,173,0,1
BORR03017,41,Delivery Partner,21168.71,83,1,0.175,1,132,0,1
BORR03018,36,Kirana Owner,54335.88,66,0,0.398,2,165,0,1
BORR03019,59,Delivery Partner,20269.26,38,5,0.639,3,87,1,1
BORR03020,54,Delivery Partner,23739.56,83,1,0.27,2,155,0,1
BORR03021,35,Driver,18986.45,83,2,0.349,0,163,0,1
BORR03022,26,Freelancer,16900.33,67,1,0.387,0,177,0,1
BORR03023,22,Delivery Partner,30305.97,74,0,0.33,1,222,0,1
BORR03024,44,Small Business Owner,57389.73,77,2,0.177,1,116,0,1
BORR03025,48,Small Business Owner,38069.64,80,4,0.749,4,94,0,1
BORR03026,21,Kirana Owner,39414.77,72,0,0.277,1,153,0,1
BORR03027,21,Freelancer,14302.61,86,1,0.219,0,136,0,1
BORR03028,48,Kirana Owner,35482.21,69,1,0.245,1,144,0,1
BORR03029,56,Freelancer,14705.66,65,1,0.139,0,135,0,1
BORR03030,40,Kirana Owner,46350.65,89,3,0.242,1,113,0,1
BORR03031,28,Delivery Partner,30934.33,92,0,0.297,0,183,0,1
BORR03032,21,Driver,20081.95,90,2,0.225,1,185,0,1
BORR03033,46,Freelancer,22670.47,85,0,0.383,1,115,0,1
BORR03034,45,Delivery Partner,18007.97,64,7,0.582,2,104,0,0
BORR03035,30,Small Business Owner,61995.54,84,0,0.258,0,187,0,1
BORR03036,32,Small Business Owner,43016.6,83,3,0.21,0,188,0,1
BORR03037,27,Kirana Owner,70947.8,96,2,0.323,1,133,0,1
BORR03038,32,Delivery Partner,33497.08,71,1,0.256,0,74,0,1
BORR03039,60,Delivery Partner,26105.4,27,4,0.752,2,88,1,0
